job_id,job_title,industry,required_education,required_degree_field,years_of_experience,hard_skills,soft_skills,hard_skills_normalized,soft_skills_normalized,all_skills,company,location,employment_type,experience_level,skills_required,salary_min_usd,salary_max_usd,remote_allowed,posted_date,salary_avg_usd,salary_min_inr,salary_max_inr,salary_avg_inr,salary_min_lpa,salary_max_lpa,salary_avg_lpa,skills_list
56,Veterinary Surgeon,Healthcare,Master,Medicine (Medicine and Nursing Students),3.0,"['Surgical Procedures', 'Animal Diagnosis', 'Anesthesia', 'Veterinary Anatomy', 'Diagnostic Imaging (X-ray, Ultrasound for animals)', 'Pharmacology (veterinary)', 'Suture Techniques (veterinary)', 'Sterile Surgical Environment Management', 'Pain Management (animals)', 'Emergency Veterinary Medicine']","['Compassion', 'Attention to Detail', 'Patience']","['surgical procedures', 'animal diagnosis', 'anesthesia', 'veterinary anatomy', 'diagnostic imaging (x-ray, ultrasound for animals)', 'pharmacology (veterinary)', 'suture techniques (veterinary)', 'sterile surgical environment management', 'pain management (animals)', 'emergency veterinary medicine']","['compassion', 'attention to detail', 'patience']","['surgical procedures', 'animal diagnosis', 'anesthesia', 'veterinary anatomy', 'diagnostic imaging (x-ray, ultrasound for animals)', 'pharmacology (veterinary)', 'suture techniques (veterinary)', 'sterile surgical environment management', 'pain management (animals)', 'emergency veterinary medicine', 'compassion', 'attention to detail', 'patience']",,,,,,,,,,,,,,,,,
57,Nutritionist,Healthcare,Bachelor,Science,1.0,"['Diet Planning', 'Nutritional Assessment', 'Food Science', 'Macronutrient and Micronutrient Analysis', 'Dietary Software (e.g., MyFitnessPal, Cronometer)', 'Medical Nutrition Therapy (MNT)', 'Food Label Reading and Interpretation', 'Meal Planning Software', 'Anthropometric Measurements', 'Sports Nutrition (if specialized)']","['Communication', 'Empathy', 'Motivation']","['diet planning', 'nutritional assessment', 'food science', 'macronutrient and micronutrient analysis', 'dietary software (e.g., myfitnesspal, cronometer)', 'medical nutrition therapy (mnt)', 'food label reading and interpretation', 'meal planning software', 'anthropometric measurements', 'sports nutrition (if specialized)']","['communication', 'empathy', 'motivation']","['diet planning', 'nutritional assessment', 'food science', 'macronutrient and micronutrient analysis', 'dietary software (e.g., myfitnesspal, cronometer)', 'medical nutrition therapy (mnt)', 'food label reading and interpretation', 'meal planning software', 'anthropometric measurements', 'sports nutrition (if specialized)', 'communication', 'empathy', 'motivation']",,,,,,,,,,,,,,,,,
58,Optometrist,Healthcare,Master,Medicine (Medicine and Nursing Students),2.0,"['Eye Examinations', 'Contact Lens Fitting', 'Vision Therapy', 'Refraction', 'Ophthalmoscopy', 'Slit Lamp Examination', 'Tonometry', 'Fundus Photography', 'Optical Dispensing', 'Ocular Disease Diagnosis and Management']","['Patient Care', 'Attention to Detail', 'Communication']","['eye examinations', 'contact lens fitting', 'vision therapy', 'refraction', 'ophthalmoscopy', 'slit lamp examination', 'tonometry', 'fundus photography', 'optical dispensing', 'ocular disease diagnosis and management']","['patient care', 'attention to detail', 'communication']","['eye examinations', 'contact lens fitting', 'vision therapy', 'refraction', 'ophthalmoscopy', 'slit lamp examination', 'tonometry', 'fundus photography', 'optical dispensing', 'ocular disease diagnosis and management', 'patient care', 'attention to detail', 'communication']",,,,,,,,,,,,,,,,,
59,Public Health Officer,Healthcare,Master,Science,4.0,"['Epidemiology', 'Health Policy', 'Disease Prevention', 'Biostatistics', 'Data Analysis (public health datasets)', 'Health Promotion Program Design', 'Community Needs Assessment', 'Emergency Preparedness and Response', 'Environmental Health regulations', 'Surveillance Systems (e.g., for infectious diseases)']","['Leadership', 'Communication', 'Critical Thinking']","['epidemiology', 'health policy', 'disease prevention', 'biostatistics', 'data analysis (public health datasets)', 'health promotion program design', 'community needs assessment', 'emergency preparedness and response', 'environmental health regulations', 'surveillance systems (e.g., for infectious diseases)']","['leadership', 'communication', 'critical thinking']","['epidemiology', 'health policy', 'disease prevention', 'biostatistics', 'data analysis (public health datasets)', 'health promotion program design', 'community needs assessment', 'emergency preparedness and response', 'environmental health regulations', 'surveillance systems (e.g., for infectious diseases)', 'leadership', 'communication', 'critical thinking']",,,,,,,,,,,,,,,,,
60,Medical Technologist,Healthcare,Bachelor,Science,2.0,"['Lab Testing', 'Diagnostic Equipment', 'Data Analysis', 'Clinical Chemistry Analyzers', 'Microbiology Techniques', 'Immunology Assays', 'Molecular Diagnostics', 'Quality Control (QC) procedures', 'Laboratory Information Management Systems (LIMS)', 'Calibration and maintenance of lab instruments']","['Attention to Detail', 'Teamwork', 'Problem-Solving']","['lab testing', 'diagnostic equipment', 'data analysis', 'clinical chemistry analyzers', 'microbiology techniques', 'immunology assays', 'molecular diagnostics', 'quality control (qc) procedures', 'laboratory information management systems (lims)', 'calibration and maintenance of lab instruments']","['attention to detail', 'teamwork', 'problem-solving']","['lab testing', 'diagnostic equipment', 'data analysis', 'clinical chemistry analyzers', 'microbiology techniques', 'immunology assays', 'molecular diagnostics', 'quality control (qc) procedures', 'laboratory information management systems (lims)', 'calibration and maintenance of lab instruments', 'attention to detail', 'teamwork', 'problem-solving']",,,,,,,,,,,,,,,,,
61,Graphic Designer,Arts and Media,Bachelor,Design,1.0,"['Adobe Creative Suite (Photoshop, Illustrator, InDesign)', 'Typography', 'Branding', 'Layout Design', 'Color Theory', 'Print Production', 'Web Design principles (UI/UX basics)', 'Vector Graphics', 'Raster Graphics', 'Client Brief Interpretation']","['Creativity', 'Communication', 'Time Management']","['adobe creative suite (photoshop, illustrator, indesign)', 'typography', 'branding', 'layout design', 'color theory', 'print production', 'web design principles (ui/ux basics)', 'vector graphics', 'raster graphics', 'client brief interpretation']","['creativity', 'communication', 'time management']","['adobe creative suite (photoshop, illustrator, indesign)', 'typography', 'branding', 'layout design', 'color theory', 'print production', 'web design principles (ui/ux basics)', 'vector graphics', 'raster graphics', 'client brief interpretation', 'creativity', 'communication', 'time management']",,,,,,,,,,,,,,,,,
62,Animator,Arts and Media,Bachelor,Design,2.0,"['2D/3D Animation', 'Storyboarding', 'Motion Graphics', 'Adobe After Effects', 'Autodesk Maya/Blender/Cinema 4D', 'Character Rigging', 'Keyframing', 'Rendering', 'Compositing', 'Lip-syncing']","['Creativity', 'Collaboration', 'Attention to Detail']","['2d/3d animation', 'storyboarding', 'motion graphics', 'adobe after effects', 'autodesk maya/blender/cinema 4d', 'character rigging', 'keyframing', 'rendering', 'compositing', 'lip-syncing']","['creativity', 'collaboration', 'attention to detail']","['2d/3d animation', 'storyboarding', 'motion graphics', 'adobe after effects', 'autodesk maya/blender/cinema 4d', 'character rigging', 'keyframing', 'rendering', 'compositing', 'lip-syncing', 'creativity', 'collaboration', 'attention to detail']",,,,,,,,,,,,,,,,,
63,Illustrator,Arts and Media,Bachelor,Design,1.0,"['Digital Illustration', 'Sketching', 'Concept Art', 'Adobe Illustrator', 'Adobe Photoshop', 'Procreate (for digital painting)', 'Perspective', 'Anatomy (for character illustration)', 'Color Palette Creation', 'Vector vs. Raster illustration']","['Creativity', 'Adaptability', 'Attention to Detail']","['digital illustration', 'sketching', 'concept art', 'adobe illustrator', 'adobe photoshop', 'procreate (for digital painting)', 'perspective', 'anatomy (for character illustration)', 'color palette creation', 'vector vs. raster illustration']","['creativity', 'adaptability', 'attention to detail']","['digital illustration', 'sketching', 'concept art', 'adobe illustrator', 'adobe photoshop', 'procreate (for digital painting)', 'perspective', 'anatomy (for character illustration)', 'color palette creation', 'vector vs. raster illustration', 'creativity', 'adaptability', 'attention to detail']",,,,,,,,,,,,,,,,,
64,Video Editor,Arts and Media,Bachelor,Design,2.0,"['Adobe Premiere', 'Color Grading', 'Sound Editing', 'Final Cut Pro/DaVinci Resolve', 'Motion Graphics (basic After Effects)', 'Footage Selection', 'Pacing and Rhythm', 'Transitions', 'Encoding and Exporting Formats', 'Post-production workflow']","['Creativity', 'Time Management', 'Collaboration']","['adobe premiere', 'color grading', 'sound editing', 'final cut pro/davinci resolve', 'motion graphics (basic after effects)', 'footage selection', 'pacing and rhythm', 'transitions', 'encoding and exporting formats', 'post-production workflow']","['creativity', 'time management', 'collaboration']","['adobe premiere', 'color grading', 'sound editing', 'final cut pro/davinci resolve', 'motion graphics (basic after effects)', 'footage selection', 'pacing and rhythm', 'transitions', 'encoding and exporting formats', 'post-production workflow', 'creativity', 'time management', 'collaboration']",,,,,,,,,,,,,,,,,
65,Film Director,Arts and Media,Bachelor,Arts and Social Sciences,5.0,"['Storytelling', 'Cinematography', 'Script Analysis', 'Directing Actors', 'Shot Composition', 'Blocking', 'Lighting Techniques', 'Camera Operation (basic understanding)', 'Post-production Supervision', 'Budget Management (film production)']","['Leadership', 'Creativity', 'Communication']","['storytelling', 'cinematography', 'script analysis', 'directing actors', 'shot composition', 'blocking', 'lighting techniques', 'camera operation (basic understanding)', 'post-production supervision', 'budget management (film production)']","['leadership', 'creativity', 'communication']","['storytelling', 'cinematography', 'script analysis', 'directing actors', 'shot composition', 'blocking', 'lighting techniques', 'camera operation (basic understanding)', 'post-production supervision', 'budget management (film production)', 'leadership', 'creativity', 'communication']",,,,,,,,,,,,,,,,,
66,Music Producer,Arts and Media,Bachelor,Arts and Social Sciences,3.0,"['Audio Mixing', 'MIDI Programming', 'Sound Design', 'DAW (Digital Audio Workstation) proficiency (e.g., Logic Pro, Ableton Live, Pro Tools)', 'Mastering (audio)', 'Synthesizer Programming', 'Drum Programming', 'Vocal Production (tuning, effects)', 'Music Theory (basic to advanced)', 'Microphone Techniques']","['Creativity', 'Collaboration', 'Attention to Detail']","['audio mixing', 'midi programming', 'sound design', 'daw (digital audio workstation) proficiency (e.g., logic pro, ableton live, pro tools)', 'mastering (audio)', 'synthesizer programming', 'drum programming', 'vocal production (tuning, effects)', 'music theory (basic to advanced)', 'microphone techniques']","['creativity', 'collaboration', 'attention to detail']","['audio mixing', 'midi programming', 'sound design', 'daw (digital audio workstation) proficiency (e.g., logic pro, ableton live, pro tools)', 'mastering (audio)', 'synthesizer programming', 'drum programming', 'vocal production (tuning, effects)', 'music theory (basic to advanced)', 'microphone techniques', 'creativity', 'collaboration', 'attention to detail']",,,,,,,,,,,,,,,,,
67,Sound Engineer,Arts and Media,Bachelor,Engineering,2.0,"['Audio Editing', 'Live Sound Mixing', 'Acoustics', 'Pro Tools/Logic Pro/Ableton Live', 'Microphone Placement', 'PA System Setup and Operation', 'Signal Flow (audio)', 'Noise Reduction Techniques', 'Feedback Suppression', 'Sound Reinforcement']","['Attention to Detail', 'Problem-Solving', 'Teamwork']","['audio editing', 'live sound mixing', 'acoustics', 'pro tools/logic pro/ableton live', 'microphone placement', 'pa system setup and operation', 'signal flow (audio)', 'noise reduction techniques', 'feedback suppression', 'sound reinforcement']","['attention to detail', 'problem-solving', 'teamwork']","['audio editing', 'live sound mixing', 'acoustics', 'pro tools/logic pro/ableton live', 'microphone placement', 'pa system setup and operation', 'signal flow (audio)', 'noise reduction techniques', 'feedback suppression', 'sound reinforcement', 'attention to detail', 'problem-solving', 'teamwork']",,,,,,,,,,,,,,,,,
68,Photographer,Arts and Media,Bachelor,Design,1.0,"['Photo Editing', 'Lighting Techniques', 'Composition', 'Camera Operation (DSLR/Mirrorless)', 'Adobe Lightroom/Photoshop', 'Lens Knowledge', 'Studio Lighting', 'Natural Light Photography', 'Post-processing workflows', 'Exposure Triangle (aperture, shutter speed, ISO)']","['Creativity', 'Attention to Detail', 'Adaptability']","['photo editing', 'lighting techniques', 'composition', 'camera operation (dslr/mirrorless)', 'adobe lightroom/photoshop', 'lens knowledge', 'studio lighting', 'natural light photography', 'post-processing workflows', 'exposure triangle (aperture, shutter speed, iso)']","['creativity', 'attention to detail', 'adaptability']","['photo editing', 'lighting techniques', 'composition', 'camera operation (dslr/mirrorless)', 'adobe lightroom/photoshop', 'lens knowledge', 'studio lighting', 'natural light photography', 'post-processing workflows', 'exposure triangle (aperture, shutter speed, iso)', 'creativity', 'attention to detail', 'adaptability']",,,,,,,,,,,,,,,,,
69,Content Creator,Arts and Media,Bachelor,Arts and Social Sciences,1.0,"['Video Production', 'Social Media Management', 'Copywriting', 'Basic Graphic Design (Canva, etc.)', 'SEO (for content)', 'Video Editing (basic, e.g., CapCut, InShot)', 'Analytics Interpretation (social media, website)', 'Audience Engagement Strategies', 'Thumbnail Design', 'Content Scheduling Tools']","['Creativity', 'Communication', 'Adaptability']","['video production', 'social media management', 'copywriting', 'basic graphic design (canva, etc.)', 'seo (for content)', 'video editing (basic, e.g., capcut, inshot)', 'analytics interpretation (social media, website)', 'audience engagement strategies', 'thumbnail design', 'content scheduling tools']","['creativity', 'communication', 'adaptability']","['video production', 'social media management', 'copywriting', 'basic graphic design (canva, etc.)', 'seo (for content)', 'video editing (basic, e.g., capcut, inshot)', 'analytics interpretation (social media, website)', 'audience engagement strategies', 'thumbnail design', 'content scheduling tools', 'creativity', 'communication', 'adaptability']",,,,,,,,,,,,,,,,,
70,Copywriter,Arts and Media,Bachelor,Arts and Social Sciences,2.0,"['SEO Writing', 'Brand Messaging', 'Content Strategy', 'Grammar and Punctuation (advanced)', 'Persuasive Writing', 'Editing and Proofreading', 'Market Research (for target audience)', 'A/B Testing (for headlines/CTAs)', 'Keyword Research', 'CRM (Customer Relationship Management) copywriting']","['Creativity', 'Communication', 'Research']","['seo writing', 'brand messaging', 'content strategy', 'grammar and punctuation (advanced)', 'persuasive writing', 'editing and proofreading', 'market research (for target audience)', 'a/b testing (for headlines/ctas)', 'keyword research', 'crm (customer relationship management) copywriting']","['creativity', 'communication', 'research']","['seo writing', 'brand messaging', 'content strategy', 'grammar and punctuation (advanced)', 'persuasive writing', 'editing and proofreading', 'market research (for target audience)', 'a/b testing (for headlines/ctas)', 'keyword research', 'crm (customer relationship management) copywriting', 'creativity', 'communication', 'research']",,,,,,,,,,,,,,,,,
71,Journalist,Arts and Media,Bachelor,Arts and Social Sciences,2.0,"['Investigative Reporting', 'Interviewing', 'Fact-Checking', 'News Writing', 'Digital Storytelling', 'Multimedia Production', 'AP Style', 'SEO Optimization']","['Communication', 'Curiosity', 'Adaptability']","['investigative reporting', 'interviewing', 'fact-checking', 'news writing', 'digital storytelling', 'multimedia production', 'ap style', 'seo optimization']","['communication', 'curiosity', 'adaptability']","['investigative reporting', 'interviewing', 'fact-checking', 'news writing', 'digital storytelling', 'multimedia production', 'ap style', 'seo optimization', 'communication', 'curiosity', 'adaptability']",,,,,,,,,,,,,,,,,
72,Screenwriter,Arts and Media,Bachelor,Arts and Social Sciences,3.0,"['Scriptwriting', 'Story Development', 'Dialogue Writing', 'Screenplay Formatting', 'Plot Structuring', 'Character Development', 'Final Draft Software', 'Genre Conventions']","['Creativity', 'Persistence', 'Collaboration']","['scriptwriting', 'story development', 'dialogue writing', 'screenplay formatting', 'plot structuring', 'character development', 'final draft software', 'genre conventions']","['creativity', 'persistence', 'collaboration']","['scriptwriting', 'story development', 'dialogue writing', 'screenplay formatting', 'plot structuring', 'character development', 'final draft software', 'genre conventions', 'creativity', 'persistence', 'collaboration']",,,,,,,,,,,,,,,,,
73,Social Media Manager,Arts and Media,Bachelor,Business,2.0,"['Content Scheduling', 'Analytics', 'Campaign Management', 'SEO', 'Social Listening', 'Graphic Design', 'Video Editing', 'Influencer Outreach', 'Platform-Specific Strategies']","['Creativity', 'Communication', 'Adaptability']","['content scheduling', 'analytics', 'campaign management', 'seo', 'social listening', 'graphic design', 'video editing', 'influencer outreach', 'platform-specific strategies']","['creativity', 'communication', 'adaptability']","['content scheduling', 'analytics', 'campaign management', 'seo', 'social listening', 'graphic design', 'video editing', 'influencer outreach', 'platform-specific strategies', 'creativity', 'communication', 'adaptability']",,,,,,,,,,,,,,,,,
74,Brand Strategist,Arts and Media,Bachelor,Business,3.0,"['Market Research', 'Brand Positioning', 'Consumer Insights', 'Competitive Analysis', 'Storytelling', 'SWOT Analysis', 'Brand Messaging', 'Strategic Planning']","['Strategic Thinking', 'Communication', 'Creativity']","['market research', 'brand positioning', 'consumer insights', 'competitive analysis', 'storytelling', 'swot analysis', 'brand messaging', 'strategic planning']","['strategic thinking', 'communication', 'creativity']","['market research', 'brand positioning', 'consumer insights', 'competitive analysis', 'storytelling', 'swot analysis', 'brand messaging', 'strategic planning', 'strategic thinking', 'communication', 'creativity']",,,,,,,,,,,,,,,,,
75,Art Director,Arts and Media,Bachelor,Design,4.0,"['Visual Storytelling', 'Creative Direction', 'Branding', 'Typography', 'Color Theory', 'Adobe Creative Suite', 'UX/UI Design', 'Team Management', 'Campaign Development']","['Leadership', 'Creativity', 'Collaboration']","['visual storytelling', 'creative direction', 'branding', 'typography', 'color theory', 'adobe creative suite', 'ux/ui design', 'team management', 'campaign development']","['leadership', 'creativity', 'collaboration']","['visual storytelling', 'creative direction', 'branding', 'typography', 'color theory', 'adobe creative suite', 'ux/ui design', 'team management', 'campaign development', 'leadership', 'creativity', 'collaboration']",,,,,,,,,,,,,,,,,
76,Creative Director,Arts and Media,Bachelor,Design,5.0,"['Campaign Development', 'Creative Strategy', 'Team Leadership', 'Brand Identity', 'Storyboarding', 'Visual Communication', 'Client Relations', 'Budget Management']","['Visionary Thinking', 'Leadership', 'Communication']","['campaign development', 'creative strategy', 'team leadership', 'brand identity', 'storyboarding', 'visual communication', 'client relations', 'budget management']","['visionary thinking', 'leadership', 'communication']","['campaign development', 'creative strategy', 'team leadership', 'brand identity', 'storyboarding', 'visual communication', 'client relations', 'budget management', 'visionary thinking', 'leadership', 'communication']",,,,,,,,,,,,,,,,,
77,Game Designer,Arts and Media,Bachelor,Design,2.0,"['Game Mechanics', 'Level Design', 'Prototyping', 'Narrative Design', 'Unity/Unreal Engine', 'User Testing', 'Gameplay Balancing', 'GDD Creation']","['Creativity', 'Problem-Solving', 'Collaboration']","['game mechanics', 'level design', 'prototyping', 'narrative design', 'unity/unreal engine', 'user testing', 'gameplay balancing', 'gdd creation']","['creativity', 'problem-solving', 'collaboration']","['game mechanics', 'level design', 'prototyping', 'narrative design', 'unity/unreal engine', 'user testing', 'gameplay balancing', 'gdd creation', 'creativity', 'problem-solving', 'collaboration']",,,,,,,,,,,,,,,,,
78,Fashion Designer,Arts and Media,Bachelor,Design,3.0,"['Pattern Making', 'Textile Knowledge', 'Fashion Illustration', 'Sewing Techniques', 'CAD for Fashion', 'Trend Forecasting', 'Fabric Sourcing', 'Color Theory']","['Creativity', 'Attention to Detail', 'Trend Awareness']","['pattern making', 'textile knowledge', 'fashion illustration', 'sewing techniques', 'cad for fashion', 'trend forecasting', 'fabric sourcing', 'color theory']","['creativity', 'attention to detail', 'trend awareness']","['pattern making', 'textile knowledge', 'fashion illustration', 'sewing techniques', 'cad for fashion', 'trend forecasting', 'fabric sourcing', 'color theory', 'creativity', 'attention to detail', 'trend awareness']",,,,,,,,,,,,,,,,,
79,Interior Designer,Arts and Media,Bachelor,Design,2.0,"['Space Planning', '3D Rendering', 'Material Selection', 'AutoCAD', 'SketchUp', 'Lighting Design', 'Building Codes', 'Client Consultation']","['Creativity', 'Communication', 'Problem-Solving']","['space planning', '3d rendering', 'material selection', 'autocad', 'sketchup', 'lighting design', 'building codes', 'client consultation']","['creativity', 'communication', 'problem-solving']","['space planning', '3d rendering', 'material selection', 'autocad', 'sketchup', 'lighting design', 'building codes', 'client consultation', 'creativity', 'communication', 'problem-solving']",,,,,,,,,,,,,,,,,
80,Web Content Manager,Technology,Bachelor,Computing,2.0,"['Content Management Systems', 'SEO', 'HTML/CSS', 'Google Analytics', 'Content Strategy', 'Digital Marketing', 'Web Accessibility', 'User Experience']","['Communication', 'Organization', 'Attention to Detail']","['content management systems', 'seo', 'html/css', 'google analytics', 'content strategy', 'digital marketing', 'web accessibility', 'user experience']","['communication', 'organization', 'attention to detail']","['content management systems', 'seo', 'html/css', 'google analytics', 'content strategy', 'digital marketing', 'web accessibility', 'user experience', 'communication', 'organization', 'attention to detail']",,,,,,,,,,,,,,,,,
81,University Lecturer,Education,Master,Arts and Social Sciences,4.0,"['Curriculum Development', 'Academic Research', 'Lecture Delivery', 'Grading Systems', 'Learning Management Systems', 'Student Mentorship', 'Assessment Design', 'Public Speaking']","['Communication', 'Mentorship', 'Public Speaking']","['curriculum development', 'academic research', 'lecture delivery', 'grading systems', 'learning management systems', 'student mentorship', 'assessment design', 'public speaking']","['communication', 'mentorship', 'public speaking']","['curriculum development', 'academic research', 'lecture delivery', 'grading systems', 'learning management systems', 'student mentorship', 'assessment design', 'public speaking', 'communication', 'mentorship', 'public speaking']",,,,,,,,,,,,,,,,,
82,Primary School Teacher,Education,Bachelor,Arts and Social Sciences,2.0,"['Lesson Planning', 'Classroom Management', 'Child Development', 'Educational Technology', 'Student Engagement', 'Assessment Strategies', 'Behavioral Management', 'Parent Communication']","['Patience', 'Communication', 'Empathy']","['lesson planning', 'classroom management', 'child development', 'educational technology', 'student engagement', 'assessment strategies', 'behavioral management', 'parent communication']","['patience', 'communication', 'empathy']","['lesson planning', 'classroom management', 'child development', 'educational technology', 'student engagement', 'assessment strategies', 'behavioral management', 'parent communication', 'patience', 'communication', 'empathy']",,,,,,,,,,,,,,,,,
83,Secondary School Teacher,Education,Bachelor,Arts and Social Sciences,3.0,"['Subject Expertise', 'Assessment Design', 'Classroom Management', 'Educational Pedagogy', 'Student Mentoring', 'Lesson Differentiation', 'Exam Preparation', 'Technology Integration']","['Communication', 'Patience', 'Leadership']","['subject expertise', 'assessment design', 'classroom management', 'educational pedagogy', 'student mentoring', 'lesson differentiation', 'exam preparation', 'technology integration']","['communication', 'patience', 'leadership']","['subject expertise', 'assessment design', 'classroom management', 'educational pedagogy', 'student mentoring', 'lesson differentiation', 'exam preparation', 'technology integration', 'communication', 'patience', 'leadership']",,,,,,,,,,,,,,,,,
84,Curriculum Developer,Education,Master,Arts and Social Sciences,3.0,"['Educational Standards', 'Instructional Design', 'Assessment Strategies', 'e-Learning Tools', 'Course Mapping', 'Rubric Design', 'Curriculum Alignment', 'Accreditation Requirements']","['Collaboration', 'Creativity', 'Problem-Solving']","['educational standards', 'instructional design', 'assessment strategies', 'e-learning tools', 'course mapping', 'rubric design', 'curriculum alignment', 'accreditation requirements']","['collaboration', 'creativity', 'problem-solving']","['educational standards', 'instructional design', 'assessment strategies', 'e-learning tools', 'course mapping', 'rubric design', 'curriculum alignment', 'accreditation requirements', 'collaboration', 'creativity', 'problem-solving']",,,,,,,,,,,,,,,,,
85,Research Scientist,Science and Research,Master,Science,4.0,"['Experimental Design', 'Data Analysis', 'Scientific Writing', 'Hypothesis Testing', 'Literature Review', 'Statistical Software', 'Lab Techniques', 'Research Methodology']","['Critical Thinking', 'Curiosity', 'Persistence']","['experimental design', 'data analysis', 'scientific writing', 'hypothesis testing', 'literature review', 'statistical software', 'lab techniques', 'research methodology']","['critical thinking', 'curiosity', 'persistence']","['experimental design', 'data analysis', 'scientific writing', 'hypothesis testing', 'literature review', 'statistical software', 'lab techniques', 'research methodology', 'critical thinking', 'curiosity', 'persistence']",,,,,,,,,,,,,,,,,
86,Librarian,Education,Master,Arts and Social Sciences,2.0,"['Cataloging', 'Information Retrieval', 'Digital Archives', 'Library Management Systems', 'Metadata Standards', 'User Services', 'Collection Development', 'Information Literacy Training']","['Organization', 'Customer Service', 'Attention to Detail']","['cataloging', 'information retrieval', 'digital archives', 'library management systems', 'metadata standards', 'user services', 'collection development', 'information literacy training']","['organization', 'customer service', 'attention to detail']","['cataloging', 'information retrieval', 'digital archives', 'library management systems', 'metadata standards', 'user services', 'collection development', 'information literacy training', 'organization', 'customer service', 'attention to detail']",,,,,,,,,,,,,,,,,
87,Instructional Designer,Education,Master,Arts and Social Sciences,3.0,"['E-Learning Development', 'Learning Management Systems', 'Assessment Design', 'Storyboarding', 'Multimedia Tools', 'Course Authoring Tools', 'Training Needs Analysis', 'SCORM']","['Collaboration', 'Creativity', 'Problem-Solving']","['e-learning development', 'learning management systems', 'assessment design', 'storyboarding', 'multimedia tools', 'course authoring tools', 'training needs analysis', 'scorm']","['collaboration', 'creativity', 'problem-solving']","['e-learning development', 'learning management systems', 'assessment design', 'storyboarding', 'multimedia tools', 'course authoring tools', 'training needs analysis', 'scorm', 'collaboration', 'creativity', 'problem-solving']",,,,,,,,,,,,,,,,,
88,Special Education Teacher,Education,Bachelor,Arts and Social Sciences,3.0,"['Classroom Management', 'Individualized Education Plans', 'Behavioral Interventions', 'Differentiated Instruction', 'Assistive Technology', 'Learning Assessments', 'IEP Meetings', 'Inclusive Education']","['Patience', 'Empathy', 'Communication']","['classroom management', 'individualized education plans', 'behavioral interventions', 'differentiated instruction', 'assistive technology', 'learning assessments', 'iep meetings', 'inclusive education']","['patience', 'empathy', 'communication']","['classroom management', 'individualized education plans', 'behavioral interventions', 'differentiated instruction', 'assistive technology', 'learning assessments', 'iep meetings', 'inclusive education', 'patience', 'empathy', 'communication']",,,,,,,,,,,,,,,,,
89,Academic Advisor,Education,Master,Arts and Social Sciences,2.0,"['Academic Planning', 'Student Counseling', 'Degree Audits', 'Course Registration', 'Time Management Support', 'Career Guidance', 'University Policies', 'Advising Software']","['Active Listening', 'Interpersonal Skills', 'Problem-Solving']","['academic planning', 'student counseling', 'degree audits', 'course registration', 'time management support', 'career guidance', 'university policies', 'advising software']","['active listening', 'interpersonal skills', 'problem-solving']","['academic planning', 'student counseling', 'degree audits', 'course registration', 'time management support', 'career guidance', 'university policies', 'advising software', 'active listening', 'interpersonal skills', 'problem-solving']",,,,,,,,,,,,,,,,,
90,Training Specialist,Human Resources and Operations,Bachelor,Business,4.0,"['Curriculum Development', 'Learning Management Systems', 'Training Delivery', 'Instructional Design', 'Needs Analysis', 'Performance Measurement', 'Workshop Facilitation', 'e-Learning Tools']","['Presentation Skills', 'Adaptability', 'Collaboration']","['curriculum development', 'learning management systems', 'training delivery', 'instructional design', 'needs analysis', 'performance measurement', 'workshop facilitation', 'e-learning tools']","['presentation skills', 'adaptability', 'collaboration']","['curriculum development', 'learning management systems', 'training delivery', 'instructional design', 'needs analysis', 'performance measurement', 'workshop facilitation', 'e-learning tools', 'presentation skills', 'adaptability', 'collaboration']",,,,,,,,,,,,,,,,,
91,Learning and Development Manager,Human Resources and Operations,Master,Business,5.0,"['Curriculum Design', 'Instructional Design Software', 'Learning Management Systems Administration', 'Training Needs Analysis', 'E-learning Development', 'Adult Learning Principles', 'Program Evaluation', 'Budget Management Training Programs', 'Data Analysis Training ROI', 'Project Management L&D Initiatives', 'Performance Management Systems', 'Training Delivery and Facilitation', 'Competency Mapping', 'Content Creation Tools', 'Presentation Software']","['Leadership', 'Strategic Thinking', 'Communication']","['curriculum design', 'instructional design software', 'learning management systems administration', 'training needs analysis', 'e-learning development', 'adult learning principles', 'program evaluation', 'budget management training programs', 'data analysis training roi', 'project management l&d initiatives', 'performance management systems', 'training delivery and facilitation', 'competency mapping', 'content creation tools', 'presentation software']","['leadership', 'strategic thinking', 'communication']","['curriculum design', 'instructional design software', 'learning management systems administration', 'training needs analysis', 'e-learning development', 'adult learning principles', 'program evaluation', 'budget management training programs', 'data analysis training roi', 'project management l&d initiatives', 'performance management systems', 'training delivery and facilitation', 'competency mapping', 'content creation tools', 'presentation software', 'leadership', 'strategic thinking', 'communication']",,,,,,,,,,,,,,,,,
92,E-learning Specialist,Education,Bachelor,Information Systems,3.0,"['Learning Management Systems', 'Instructional Design', 'Multimedia Development']","['Creativity', 'Attention to Detail', 'Problem-Solving']","['learning management systems', 'instructional design', 'multimedia development']","['creativity', 'attention to detail', 'problem-solving']","['learning management systems', 'instructional design', 'multimedia development', 'creativity', 'attention to detail', 'problem-solving']",,,,,,,,,,,,,,,,,
